-110;-110;-68;-69;-54;-84;-110;-88;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-110;-110;-110;-90;-110;-110;-110;-82;-110;-110;-79;-110;-92;-91;-110;-110;-110;-110;-110;-98;-80;-90;-83;-84;-93;-110;-110;-110;-95;-98;-110;-95;-110;-85;-110;-110;-97;-84;-85
-80;-110;-68;-60;-65;-69;-71;-71;-110;-110;-110;-110;-93;-110;-110;-110;-110;-110;-88;-110;-110;-110;-110;-88;-110;-110;-110;-84;-110;-110;-110;-105;-77;-80;-110;-110;-110;-96;-110;-89;-70;-93;-110;-110;-110;-110;-97;-110;-110;-80;-110;-110;-110;-110;-110;-110;-90
-110;-82;-63;-110;-61;-73;-72;-79;-110;-110;-110;-72;-110;-110;-110;-110;-110;-110;-88;-110;-110;-110;-110;-110;-110;-90;-75;-110;-110;-110;-84;-90;-82;-83;-110;-110;-87;-90;-110;-85;-110;-110;-110;-86;-110;-101;-99;-110;-110;-80;-89;-68;-86;-110;-110;-87;-81
-78;-110;-58;-56;-110;-110;-110;-77;-110;-110;-110;-77;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-86;-110;-110;-110;-86;-110;-110;-110;-110;-110;-91;-97;-110;-64;-110;-92;-110;-110;-94;-110;-110;-110;-110;-110;-110;-70;-81;-110;-110;-83;-85
-76;-75;-44;-62;-62;-74;-110;-82;-110;-110;-110;-110;-86;-110;-110;-110;-88;-110;-110;-110;-110;-110;-110;-75;-95;-84;-80;-110;-85;-110;-110;-91;-73;-110;-110;-110;-110;-110;-110;-70;-76;-83;-89;-110;-110;-97;-97;-110;-110;-93;-110;-110;-91;-100;-89;-89;-81
-77;-64;-60;-65;-72;-110;-85;-110;-110;-110;-110;-75;-86;-110;-85;-110;-85;-110;-110;-110;-110;-110;-110;-85;-87;-79;-81;-110;-92;-110;-110;-85;-110;-110;-110;-110;-110;-100;-72;-74;-110;-83;-110;-110;-110;-110;-99;-110;-83;-96;-110;-76;-110;-110;-88;-87;-82
-110;-110;-48;-67;-71;-85;-110;-110;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-110;-110;-72;-110;-110;-110;-78;-110;-110;-110;-110;-97;-92;-110;-110;-110;-110;-80;-110;-74;-78;-82;-83;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-85;-110;-83
-75;-65;-46;-69;-110;-110;-110;-110;-110;-110;-73;-110;-110;-110;-110;-110;-72;-97;-110;-110;-92;-76;-110;-110;-110;-110;-81;-110;-110;-110;-94;-96;-71;-110;-110;-92;-77;-110;-110;-79;-110;-77;-81;-93;-83;-92;-110;-110;-110;-90;-110;-90;-92;-110;-88;-110;-92
-74;-69;-51;-75;-76;-110;-110;-110;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-81;-81;-110;-92;-110;-110;-79;-76;-110;-110;-98;-110;-110;-67;-87;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-94
-67;-74;-44;-74;-80;-110;-110;-89;-110;-110;-110;-90;-100;-110;-110;-110;-75;-110;-110;-110;-110;-75;-79;-75;-110;-73;-82;-110;-110;-110;-110;-73;-66;-90;-110;-110;-110;-110;-62;-79;-96;-76;-110;-92;-90;-92;-110;-110;-89;-110;-110;-84;-110;-110;-85;-89;-110
-76;-74;-51;-76;-81;-110;-110;-110;-87;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-110;-110;-81;-82;-91;-110;-82;-110;-90;-110;-90;-110;-71;-110;-110;-110;-110;-110;-67;-86;-110;-110;-110;-110;-96;-95;-110;-110;-89;-110;-110;-110;-110;-110;-110;-97;-91
-59;-60;-71;-110;-83;-110;-110;-110;-110;-110;-110;-110;-110;-91;-84;-110;-110;-96;-110;-110;-110;-110;-72;-73;-110;-110;-110;-110;-95;-110;-110;-110;-110;-98;-110;-110;-91;-110;-81;-96;-110;-77;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-86;-110;-110
-60;-60;-69;-110;-110;-110;-110;-110;-110;-110;-110;-98;-93;-110;-80;-110;-110;-95;-110;-110;-110;-110;-82;-70;-110;-86;-92;-110;-110;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-98;-110;-110;-81;-110;-90;-75;-110;-110;-95;-110;-110;-110;-110;-110;-110;-110;-110
-58;-60;-110;-110;-110;-110;-110;-110;-110;-110;-110;-98;-110;-98;-110;-110;-83;-110;-110;-110;-110;-86;-74;-110;-84;-86;-90;-110;-110;-110;-110;-75;-110;-110;-110;-110;-110;-110;-110;-92;-110;-84;-79;-110;-89;-77;-110;-110;-96;-110;-110;-110;-110;-110;-110;-110;-110
-50;-60;-69;-110;-110;-110;-110;-110;-110;-86;-110;-96;-110;-99;-79;-110;-110;-97;-110;-110;-110;-110;-110;-71;-86;-85;-110;-110;-97;-110;-103;-75;-110;-110;-110;-99;-110;-110;-88;-110;-110;-110;-75;-100;-110;-80;-110;-110;-98;-110;-110;-92;-110;-110;-82;-110;-110
-53;-63;-71;-76;-85;-110;-110;-110;-110;-83;-79;-94;-110;-110;-110;-110;-77;-90;-110;-110;-110;-85;-110;-74;-110;-81;-91;-110;-110;-110;-110;-81;-83;-110;-110;-110;-110;-110;-86;-110;-110;-110;-75;-110;-92;-82;-110;-110;-110;-98;-110;-96;-110;-110;-110;-110;-110
-59;-61;-66;-77;-83;-110;-110;-110;-110;-76;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-83;-79;-72;-81;-110;-110;-110;-110;-110;-110;-79;-77;-110;-110;-110;-110;-110;-80;-110;-110;-77;-76;-110;-110;-82;-110;-110;-110;-110;-110;-94;-110;-110;-85;-110;-94
-58;-66;-69;-80;-110;-110;-110;-110;-78;-110;-110;-95;-110;-110;-84;-110;-110;-110;-110;-110;-110;-110;-84;-77;-77;-110;-110;-110;-110;-110;-110;-110;-83;-110;-98;-110;-110;-110;-84;-89;-110;-110;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;-106;-110;-85;-110;-110
-55;-110;-71;-77;-87;-110;-110;-90;-110;-110;-110;-110;-99;-110;-84;-110;-87;-110;-110;-110;-110;-110;-110;-76;-110;-86;-110;-110;-103;-110;-110;-84;-110;-110;-110;-110;-110;-110;-110;-110;-99;-110;-110;-110;-87;-91;-110;-110;-110;-110;-110;-110;-110;-110;-110;-101;-110
-57;-62;-73;-110;-110;-110;-110;-110;-110;-84;-80;-110;-110;-110;-89;-110;-79;-110;-110;-110;-110;-81;-110;-110;-110;-110;-110;-110;-110;-110;-110;-81;-110;-110;-110;-110;-110;-110;-80;-110;-110;-110;-110;-110;-110;-85;-110;-110;-96;-110;-110;-110;-110;-110;-86;-110;-100
-47;-66;-73;-110;-110;-110;-110;-110;-67;-77;-110;-110;-110;-110;-110;-110;-110;-89;-110;-110;-110;-110;-110;-72;-110;-110;-110;-110;-93;-90;-87;-75;-110;-110;-95;-110;-97;-110;-87;-110;-110;-110;-110;-110;-77;-82;-110;-101;-110;-110;-110;-99;-110;-110;-85;-110;-110
-77;-73;-80;-110;-110;-110;-110;-110;-110;-110;-67;-110;-110;-110;-110;-110;-75;-110;-110;-110;-110;-110;-110;-73;-110;-95;-110;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-82;-110;-110;-110;-82;-110;-110;-110;-110;-98;-84;-110;-110
-77;-69;-71;-110;-110;-110;-110;-110;-110;-110;-61;-90;-83;-110;-82;-92;-110;-92;-110;-110;-110;-82;-92;-77;-77;-89;-98;-110;-110;-110;-110;-110;-110;-110;-110;-82;-110;-110;-110;-90;-110;-110;-83;-110;-110;-95;-110;-110;-110;-110;-110;-110;-110;-84;-73;-110;-110
-110;-73;-110;-110;-86;-86;-110;-110;-110;-110;-59;-110;-83;-110;-70;-110;-110;-110;-91;-96;-110;-83;-93;-110;-83;-110;-110;-110;-110;-93;-110;-110;-82;-110;-91;-110;-110;-110;-86;-110;-110;-84;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-110;-72;-110;-110;-110;-110;-110;-110;-110;-69;-67;-110;-110;-83;-71;-110;-72;-90;-110;-110;-110;-110;-110;-110;-81;-110;-97;-110;-110;-110;-83;-110;-86;-110;-110;-110;-83;-110;-92;-110;-110;-84;-110;-81;-77;-110;-110;-110;-110;-110;-110;-92;-110;-110;-110;-95;-110
-81;-72;-73;-110;-87;-110;-110;-77;-110;-76;-73;-110;-81;-86;-110;-110;-110;-110;-110;-89;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-84;-110;-110;-110;-87;-76;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;-110;-110;-72;-82;-110;-110;-110;-110;-110;-110;-110;-81;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-79;-89;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-72;-110;-110;-110;-110;-110;-110;-110;-73;-72;-65;-101;-86;-110;-79;-110;-75;-110;-110;-100;-110;-96;-110;-81;-76;-110;-110;-110;-110;-86;-110;-110;-110;-105;-90;-88;-96;-110;-110;-110;-110;-110;-110;-110;-90;-110;-110;-100;-110;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-82;-91;-78;-90;-84;-100;-95;-94;-110;-88;-110;-87;-81;-96;-90;-110;-110;-102;-110;-110;-81;-110;-110;-99;-110;-110;-86;-84;-96;-110;-76;-91;-83;-110;-110;-110;-67;-95;-110;-110;-110;-110;-80;-110;-110
-78;-110;-70;-110;-88;-110;-110;-82;-64;-67;-60;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;-86;-110;-110;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-110;-110;-110;-96;-82;-110;-110;-110;-91;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110
-83;-110;-110;-110;-110;-110;-110;-78;-63;-64;-60;-110;-102;-82;-110;-97;-77;-110;-110;-110;-110;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-110;-110;-79;-81;-110;-98;-92;-110;-110;-110;-110;-110;-110;-110;-110;-98;-110;-110;-110;-110;-110;-110;-82;-110;-110
-110;-110;-77;-110;-110;-110;-110;-110;-67;-67;-62;-110;-110;-110;-110;-94;-77;-110;-94;-110;-110;-110;-110;-110;-83;-110;-110;-87;-110;-73;-101;-92;-110;-110;-110;-82;-110;-110;-101;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-81;-110;-110;-110;-110;-110;-110;-110;-64;-66;-63;-110;-110;-83;-77;-110;-82;-84;-110;-110;-110;-110;-110;-87;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-110;-110;-86;-81;-78;-70;-74;-61;-110;-110;-81;-110;-110;-80;-91;-91;-110;-110;-110;-110;-110;-91;-110;-110;-110;-110;-110;-110;-110;-89;-110;-110;-73;-110;-110;-95;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-86;-83;-110;-110
-110;-110;-87;-110;-110;-82;-110;-73;-66;-61;-59;-110;-110;-71;-75;-110;-81;-110;-110;-110;-110;-91;-94;-85;-83;-110;-110;-110;-110;-82;-110;-94;-110;-110;-82;-72;-110;-110;-110;-110;-110;-110;-91;-110;-94;-110;-110;-110;-90;-110;-110;-110;-110;-82;-110;-110;-110
-110;-78;-110;-110;-110;-79;-76;-75;-71;-61;-60;-110;-92;-81;-71;-110;-82;-110;-110;-110;-110;-90;-110;-84;-83;-110;-110;-91;-110;-110;-110;-110;-110;-110;-110;-86;-110;-110;-89;-110;-110;-110;-110;-110;-86;-110;-110;-110;-110;-110;-110;-110;-90;-87;-110;-110;-110
-110;-110;-110;-110;-110;-110;-77;-73;-69;-63;-59;-110;-90;-103;-110;-95;-84;-110;-94;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-93;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-96;-110;-110;-110;-84;-79;-110;-110
-110;-110;-82;-110;-110;-110;-110;-75;-64;-57;-60;-110;-110;-77;-110;-110;-81;-110;-95;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-110;-98;-110;-95;-110;-110;-74;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-95;-110;-110;-110
-110;-110;-85;-110;-110;-110;-78;-110;-64;-58;-60;-110;-100;-110;-110;-110;-83;-80;-110;-110;-110;-110;-110;-110;-97;-110;-110;-89;-110;-110;-100;-110;-96;-110;-110;-78;-110;-110;-110;-110;-110;-110;-110;-110;-86;-110;-91;-110;-89;-95;-110;-110;-110;-90;-84;-110;-110
-110;-110;-110;-110;-110;-79;-83;-69;-59;-65;-60;-110;-110;-71;-79;-96;-110;-77;-110;-110;-110;-92;-110;-110;-110;-110;-110;-84;-110;-110;-110;-110;-110;-110;-77;-79;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-110;-92;-110;-110;-110;-110;-90;-110;-110
-110;-110;-80;-110;-110;-82;-110;-77;-59;-60;-66;-110;-110;-72;-81;-110;-110;-110;-110;-96;-110;-110;-110;-110;-110;-110;-110;-88;-110;-90;-110;-110;-110;-110;-71;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-103;-110;-110;-110;-91;-110;-110;-93;-82;-84;-110;-110
-110;-110;-110;-110;-110;-110;-77;-110;-65;-65;-56;-110;-95;-80;-110;-95;-75;-81;-110;-110;-110;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;-110;-110;-110;-73;-110;-110;-110;-110;-110;-110;-110;-110;-110;-74;-110;-110;-94;-110;-110;-110;-110;-110;-85;-85;-110;-110
-110;-110;-75;-110;-90;-80;-73;-75;-62;-110;-63;-110;-92;-110;-83;-92;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-81;-110;-110;-110;-110;-110;-110;-110;-110;-76;-100;-110;-110;-86;-110;-110;-110;-110;-110;-83;-110;-110
-110;-110;-110;-110;-110;-96;-110;-110;-60;-72;-60;-110;-110;-68;-74;-110;-110;-110;-110;-110;-110;-98;-102;-110;-110;-110;-110;-91;-110;-110;-110;-110;-110;-110;-71;-73;-110;-91;-110;-110;-110;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-110;-110;-110;-86;-110;-110
-110;-110;-110;-110;-110;-79;-78;-67;-61;-64;-66;-110;-110;-73;-110;-91;-110;-77;-83;-110;-110;-110;-110;-110;-85;-110;-110;-89;-110;-110;-110;-110;-110;-110;-110;-84;-110;-110;-110;-110;-110;-110;-110;-99;-92;-110;-110;-87;-90;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-110;-110;-79;-77;-68;-64;-66;-70;-110;-110;-77;-75;-91;-110;-81;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-96;-110;-110;-89;-110;-93;-97;-110;-110;-110;-110;-110;-87;-110;-110;-110;-89;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-90;-110;-110;-110;-76;-55;-62;-61;-110;-110;-74;-110;-86;-110;-76;-110;-110;-110;-110;-101;-93;-96;-110;-110;-90;-110;-87;-92;-110;-110;-100;-82;-89;-110;-91;-110;-110;-110;-110;-110;-110;-88;-110;-101;-110;-77;-110;-92;-110;-110;-110;-88;-110;-110
-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-110;-110;-84;-110;-74;-64;-55;-54;-110;-110;-110;-77;-96;-83;-77;-110;-110;-110;-110;-110;-87;-89;-110;-110;-84;-110;-91;-110;-110;-110;-110;-79;-88;-110;-110;-110;-110;-110;-110;-110;-110;-82;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110
-110;-110;-110;-110;-86;-70;-69;-76;-61;-56;-69;-110;-110;-110;-80;-75;-88;-110;-90;-110;-110;-110;-110;-110;-88;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-100;-110;-110;-86;-91;-110;-110;-110;-110;-88;-87;-110;-110;-84;-86;-110;-110
-110;-110;-110;-110;-110;-74;-71;-76;-66;-56;-71;-110;-99;-78;-110;-91;-92;-76;-110;-110;-110;-86;-110;-91;-90;-110;-110;-88;-110;-110;-98;-110;-110;-110;-81;-110;-110;-91;-110;-110;-102;-110;-110;-91;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-86;-110;-92
-110;-110;-110;-110;-110;-83;-77;-75;-66;-63;-66;-110;-97;-110;-83;-89;-85;-110;-110;-101;-110;-104;-110;-110;-110;-110;-110;-81;-110;-110;-94;-110;-110;-101;-73;-81;-110;-92;-110;-110;-110;-110;-110;-110;-110;-110;-110;-99;-110;-110;-94;-110;-102;-82;-89;-110;-110
-110;-76;-70;-78;-110;-82;-110;-110;-110;-77;-74;-110;-68;-91;-110;-77;-110;-90;-110;-92;-110;-85;-110;-110;-110;-110;-110;-110;-110;-110;-81;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-91;-85;-110;-110;-98;-110;-74;-110;-110;-110;-89;-110;-83;-110;-95
-110;-110;-71;-80;-77;-77;-82;-110;-110;-110;-110;-110;-110;-100;-85;-81;-85;-98;-95;-110;-110;-84;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-86;-110;-110;-110;-86;-110;-110;-75;-110;-110;-110;-110;-80;-110;-110;-110;-90;-110;-110;-110;-87
-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-100;-110;-84;-110;-110;-82;-90;-110;-110;-110;-90;-110;-110;-96;-86;-110;-110;-72;-110;-110;-85;-110;-110;-83;-110;-110;-110;-87;-110;-110;-69;-110;-110;-110;-86;-110;-87;-110;-110;-86;-87;-110;-80;-91
-110;-110;-110;-71;-67;-66;-67;-67;-110;-79;-110;-110;-82;-110;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-110;-110;-97;-110;-110;-110;-72;-110;-110;-110;-110;-110;-110;-91;-110;-110;-85;-110;-110;-66;-110;-110;-87;-86;-86;-110;-110;-87;-85;-110;-110;-82;-81
-81;-79;-77;-73;-75;-110;-110;-84;-110;-78;-110;-110;-80;-110;-84;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-90;-110;-110;-110;-110;-110;-110;-85;-86;-92;-85;-93;-110;-99;-110;-110;-110;-110;-85;-110;-110;-90;-110;-110
-81;-76;-65;-110;-77;-86;-110;-82;-110;-110;-110;-90;-82;-110;-80;-90;-110;-110;-110;-110;-110;-110;-110;-97;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-87;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-77;-91;-110;-110;-110;-110;-86;-110;-110
-110;-110;-75;-84;-87;-81;-110;-110;-80;-67;-82;-110;-75;-86;-83;-85;-82;-89;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-110;-110;-94;-101;-110;-110;-110;-110;-110;-86;-110;-110;-95;-99;-76;-93;-110;-92;-110;-84;-88;-110;-95
-110;-110;-75;-67;-63;-68;-110;-74;-110;-110;-110;-102;-110;-110;-110;-110;-110;-110;-110;-110;-110;-91;-110;-91;-110;-110;-110;-110;-110;-110;-86;-110;-87;-110;-110;-110;-110;-110;-110;-89;-110;-110;-110;-78;-110;-101;-110;-110;-110;-110;-110;-81;-83;-110;-110;-77;-110
-110;-82;-79;-69;-59;-65;-69;-73;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-85;-110;-110;-110;-110;-110;-110;-110;-110;-87;-110;-110;-110;-110;-110;-77;-110;-110;-79;-110;-110;-91;-82;-110;-110;-84;-110;-110;-84;-110;-110;-76;-89;-110;-84;-110;-110;-91;-110
-110;-110;-110;-67;-64;-66;-72;-64;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-79;-80;-81;-110;-110;-110;-110;-110;-110;-91;-110;-110;-110;-110;-84;-83;-110;-110;-110;-110;-110;-90;-83;-110;-110;-82;-110;-110;-90;-86;-110;-86;-81;-89;-80;-86;-110;-110;-81
-110;-110;-110;-110;-66;-60;-74;-53;-110;-77;-110;-110;-110;-110;-110;-110;-110;-110;-83;-85;-82;-110;-110;-110;-110;-110;-110;-110;-110;-110;-84;-110;-110;-80;-110;-110;-84;-110;-110;-110;-85;-110;-110;-110;-110;-110;-78;-79;-110;-65;-110;-79;-69;-85;-110;-110;-83
-110;-110;-75;-77;-60;-61;-69;-67;-110;-110;-110;-89;-110;-110;-110;-110;-96;-97;-81;-81;-110;-110;-110;-110;-110;-110;-110;-86;-92;-110;-88;-110;-110;-110;-95;-110;-91;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-89;-72;-89;-87;-67;-110;-110;-110;-110
-110;-110;-110;-110;-67;-59;-65;-74;-110;-77;-110;-110;-96;-110;-110;-110;-110;-110;-70;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-97;-81;-110;-110;-110;-79;-110;-110;-96;-110;-110;-110;-110;-110;-80;-81;-110;-110;-110;-110;-81;-84;-110;-110;-110
-110;-110;-110;-110;-73;-59;-66;-110;-110;-110;-110;-110;-110;-110;-110;-110;-95;-94;-110;-86;-110;-110;-110;-110;-110;-110;-110;-81;-110;-110;-94;-110;-110;-110;-110;-102;-110;-73;-110;-93;-110;-110;-110;-86;-110;-110;-80;-73;-110;-82;-72;-110;-76;-110;-96;-110;-110
-110;-110;-110;-110;-72;-50;-64;-110;-110;-75;-110;-92;-110;-110;-110;-110;-110;-110;-71;-79;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-110;-98;-94;-110;-110;-110;-84;-110;-110;-83;-110;-110;-90;-110;-110;-80;-67;-110;-77;-88;-110;-79;-110;-110;-85;-84
