48,35;32,85
46,8;32,85
45,25;32,85
43,7;32,85
42,15;32,85
40,6;32,85
39,05;32,85
39,05;34,4
42,15;34,4
45,25;34,4
48,35;34,4
48,35;35,95
46,8;35,95
45,25;35,95
43,7;35,95
42,15;35,95
40,6;35,95
39,05;35,95
35,95;32,85
34,4;32,85
32,85;32,85
31,3;32,85
29,75;32,85
28,2;32,85
26,65;32,85
26,65;34,4
29,75;34,4
32,85;34,4
35,95;34,4
35,95;35,95
34,4;35,95
32,85;35,95
31,3;35,95
29,75;35,95
28,2;35,95
26,65;35,95
23,55;32,85
22;32,85
20,45;32,85
18,9;32,85
17,35;32,85
15,8;32,85
14,25;32,85
14,25;34,4
17,35;34,4
20,45;34,4
23,55;34,4
23,55;35,95
22;35,95
20,45;35,95
18,9;35,95
17,35;35,95
15,8;35,95
14,25;35,95
17,35;25,1
15,8;25,1
14,25;25,1
23,55;1,85
22;1,85
20,45;1,85
18,9;1,85
17,35;1,85
15,8;1,85
14,25;1,85
12,7;1,85
11,15;1,85
9,6;1,85
8,05;1,85
6,5;1,85
4,95;1,85
3,4;1,85
1,85;1,85
1,85;3,4
4,95;3,4
8,05;3,4
11,15;3,4
14,25;3,4
17,35;3,4
20,45;3,4
23,55;3,4
23,55;4,95
22;4,95
20,45;4,95
18,9;4,95
17,35;4,95
15,8;4,95
14,25;4,95
12,7;4,95
11,15;4,95
9,6;4,95
8,05;4,95
6,5;4,95
4,95;4,95
3,4;4,95
1,85;4,95
1,85;6,5
3,4;6,5
4,95;6,5
8,05;6,5
11,15;6,5
14,25;6,5
17,35;6,5
20,45;6,5
23,55;6,5
23,55;8,05
22;8,05
20,45;8,05
18,9;8,05
17,35;8,05
15,8;8,05
14,25;8,05
12,7;8,05
11,15;8,05
9,6;8,05
8,05;8,05
6,5;8,05
4,95;8,05
3,4;8,05
1,85;8,05
1,85;9,6
4,95;9,6
8,05;9,6
11,15;9,6
14,25;9,6
17,35;9,6
20,45;9,6
23,55;9,6
23,55;11,15
22;11,15
20,45;11,15
18,9;11,15
17,35;11,15
15,8;11,15
14,25;11,15
12,7;11,15
11,15;11,15
9,6;11,15
8,05;11,15
6,5;11,15
4,95;11,15
3,4;11,15
1,85;11,15
8,05;12,7
9,6;12,7
11,15;12,7
12,7;12,7
14,25;12,7
15,8;12,7
17,35;12,7
17,35;15,8
14,25;15,8
11,15;15,8
8,05;15,8
8,05;17,35
9,6;17,35
11,15;17,35
12,7;17,35
14,25;17,35
15,8;17,35
17,35;17,35
17,35;18,9
14,25;18,9
11,15;18,9
8,05;18,9
8,05;20,45
9,6;20,45
11,15;20,45
12,7;20,45
14,25;20,45
15,8;20,45
17,35;20,45
17,35;22
14,25;22
11,15;22
8,05;22
11,15;25,1
9,6;25,1
8,05;25,1
11,15;26,65
9,6;26,65
8,05;26,65
6,5;26,65
4,95;26,65
3,4;26,65
1,85;26,65
1,85;28,2
4,95;28,2
8,05;28,2
11,15;28,2
11,15;29,75
9,6;29,75
8,05;29,75
6,5;29,75
4,95;29,75
3,4;29,75
1,85;29,75
1,85;31,3
4,95;31,3
8,05;31,3
11,15;31,3
11,15;32,85
9,6;32,85
8,05;32,85
6,5;32,85
4,95;32,85
3,4;32,85
1,85;34,4
4,95;34,4
8,05;34,4
11,15;34,4
11,15;35,95
9,6;35,95
8,05;35,95
6,5;35,95
4,95;35,95
3,4;35,95
1,85;35,95
1,85;32,85
3,4;14,25
4,95;14,25
6,5;14,25
3,4;15,8
6,5;15,8
3,4;22
6,5;22
3,4;23,55
4,95;23,55
6,5;23,55
4,95;18,9
1,85;18,9
1,85;17,35
1,85;20,45
18,9;14,25
20,45;12,7
22;14,25
22;15,8
20,45;17,35
20,45;20,45
22;22
22;23,55
20,45;23,55
18,9;23,55
20,45;18,9
23,55;18,9
26,65;18,9
29,75;18,9
23,55;17,35
25,1;17,35
26,65;17,35
23,55;20,45
25,1;20,45
26,65;20,45
29,75;23,55
